srcip,src_port,dstip,dst_port,protocol_type,flag,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,timestamp,Ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label,is_attack,attack_subcat,rate,hour,day_part,duration_from_times,id
,,,,tcp,FIN,38.60482,1636,2428,62,252,4,6,http,322.239563,471.858185,20,16,255,255,1264270511,4113299915,82,152,1,156,272579.6003,9364.471,,,2031.832579,2568.35825,0.184736,0.078627,0.106109,0,1,30.0,0.0,0.0,6,6,6,6,6,6,6,Analysis,1,,,0.906623,,,,80322.0
59.166.0.2,64279.0,149.171.126.4,53.0,udp,CON,0.001028,146,178,31,29,0,0,dns,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424231407.0,1424231407.0,0.009,0.006,0.0,0.0,0.0,0,0,,,0.0,1,1,1,3,1,1,1,unknown,0,0.0,unknown,315174.7906860013,3.0,night,0.0,
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,17,17,10,11,10,10,17,Generic,1,,,333333.3215,,,,156811.0
,,,,tcp,FIN,1.033922,1580,10168,31,29,3,5,http,11211.67773,74311.21875,12,18,255,255,4231028939,4250625288,132,565,1,3924,9527.279162,7678.216697,,,93.961543,60.787823,0.000655,0.000525,0.00013,0,0,1.0,0.0,0.0,2,2,4,5,1,1,2,Normal,0,,,28.048539,,,,14148.0
,,,,tcp,FIN,1.186481,16864,436,254,252,7,2,-,108023.6406,2575.683838,20,8,255,255,842423029,3991212808,843,55,0,0,4614.169282,272.748094,,,62.446369,153.189,0.232983,0.113355,0.119628,0,1,0.0,0.0,0.0,1,1,1,18,1,1,1,Generic,1,,,22.756369,,,,19812.0
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,24,24,13,13,12,12,25,Generic,1,,,125000.0003,,,,170846.0
,,,,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,50,50,50,50,50,22,50,Generic,1,,,142857.1409,,,,131858.0
,,,,tcp,FIN,0.024829,3598,48918,31,29,7,24,-,1140279.5,15507350.0,60,62,255,255,2017734571,2036592728,60,789,0,0,0.0,22.456409,,,0.422759,0.405883,0.000595,0.000473,0.000122,0,0,0.0,0.0,0.0,5,3,5,2,1,1,2,Normal,0,,,4873.333556,,,,40424.0
,,,,tcp,FIN,1.102621,11930,485110,31,29,19,174,-,86143.83594,3510617.0,206,388,255,255,3403942593,1259267661,58,1250,0,0,1780.156221,1292.220906,,,5.403074,2.847992,0.000592,0.000445,0.000147,0,0,0.0,0.0,0.0,9,8,3,1,1,1,7,Normal,0,,,537.809476,,,,14379.0
,,,,tcp,FIN,2.201523,68101,612,254,252,26,1,-,243202.5469,2067.659424,58,14,255,255,456343632,1091663585,1174,44,0,0,4548.395844,296.659625,,,37.282966,162.404531,0.171999,0.090254,0.081745,0,1,0.0,0.0,0.0,3,3,1,1,1,1,3,Fuzzers,1,,,32.2504,,,,64986.0
,,,,tcp,FIN,0.569234,944,354,254,252,2,1,http,11945.87793,4356.731934,10,8,255,255,3616087233,443017493,94,44,1,0,3963.347213,131.303547,,,60.418444,77.22143,0.10125,0.028662,0.072588,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,29.864695,,,,92203.0
,,,,tcp,FIN,3.088909,364,1258,62,252,1,2,ftp-data,826.181702,2851.492188,8,8,255,255,3381040705,86625437,46,157,0,0,33781.55076,914.748625,,,441.272705,426.619719,0.164734,0.101868,0.062866,0,1,0.0,0.0,0.0,1,1,2,2,1,1,2,Exploits,1,,,4.856084,,,,63240.0
,,,,sun-nd,INT,1.5e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,2,4,2,2,4,Backdoor,1,,,0.0,,,,70200.0
,,,,tcp,FIN,1.414867,7810,15494,31,29,30,32,-,43797.75391,86917.0,122,126,255,255,233846427,2389808632,64,123,0,0,717.426087,704.173556,,,11.787525,11.314712,0.000667,0.000522,0.000145,0,0,0.0,0.0,0.0,3,3,2,1,1,1,2,Normal,0,,,174.574707,,,,36113.0
175.45.176.1,0.0,149.171.126.10,0.0,leaf-2,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237283.0,1424237283.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,13,13,4,5,4,4,13,Exploits,1,1.0,SCADA,22219753.360737693,5.0,night,0.0,
,,,,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,2,1,1,1,2,Exploits,1,,,111111.1072,,,,248.0
,,,,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,2,11,2,2,7,DoS,1,,,125000.0003,,,,5438.0
,,,,udp,INT,3.3e-05,1438,0,254,0,0,0,-,174303024.0,0.0,2,0,0,0,0,0,719,0,0,0,0.0,0.0,,,0.033,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,11,10,3,3,3,1,10,Fuzzers,1,,,30303.03007,,,,48817.0
,,,,tcp,FIN,0.065965,4550,71834,31,29,7,33,-,544773.75,8602987.0,78,80,255,255,3224930186,3221597625,58,898,0,0,53.55764,52.558796,,,0.85274,0.828101,0.000701,0.000543,0.000158,0,0,0.0,0.0,0.0,6,6,2,3,1,1,1,Normal,0,,,2380.050141,,,,40085.0
,,,,etherip,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,1,15,1,1,5,Backdoor,1,,,111111.1072,,,,71080.0
,,,,udp,CON,0.001056,130,162,31,29,0,0,dns,492424.25,613636.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.009,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,5,8,3,1,1,1,Normal,0,,,2840.909069,,,,40407.0
,,,,tcp,FIN,2.412269,64284,2062,62,252,29,8,smtp,209860.5,6576.380859,64,26,255,255,854045162,1353335894,1004,79,0,0,3406.312779,147.855922,,,38.289984,91.730563,0.225172,0.118354,0.106818,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,36.894723,,,,121189.0
,,,,tcp,FIN,0.004391,1470,1728,31,29,5,4,-,2557959.5,2924163.0,22,14,255,255,3548971179,1403896720,67,123,0,0,12.836217,0.375056,,,0.209095,0.281769,0.000725,0.00059,0.000135,0,0,0.0,0.0,0.0,3,8,2,1,1,1,1,Normal,0,,,7970.84921,,,,27328.0
,,,,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,3,3,3,3,7,Exploits,1,,,111111.1072,,,,7356.0
59.166.0.0,8780.0,149.171.126.0,80.0,tcp,FIN,1.006438,1580,10168,31,29,3,5,-,11517.84766,76340.51563,12,18,255,255,1292966900,1294023355,132,565,2,192,9530.401243,7675.270703,1421945373.0,1421945374.0,91.456544,59.171353,0.000652,0.000522,0.00013,0,0,6.0,0.0,0.0,16,9,11,17,6,6,6,unknown,0,0.0,unknown,11672.85017887555,16.0,afternoon,1.0,
,,,,tcp,FIN,0.651161,814,1192,62,252,2,2,http,9005.453125,12814.03516,10,8,255,255,3063600565,3506841869,81,149,1,194,3609.922201,114.226789,,,72.351222,76.086141,0.190819,0.117827,0.072992,0,1,1.0,0.0,0.0,3,3,2,2,2,1,3,Normal,0,,,26.107214,,,,40788.0
,,,,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,2,2,1,19,1,1,2,Reconnaissance,1,,,125000.0003,,,,7557.0
,,,,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,4,4,4,4,5,Exploits,1,,,111111.1072,,,,104390.0
,,,,tcp,FIN,0.879352,534,354,254,252,2,1,-,4375.949707,2820.258545,10,8,255,255,3206187869,2719166081,53,44,0,0,5536.65783,253.898609,,,97.705778,122.012289,0.091195,0.024612,0.066583,0,1,0.0,0.0,0.0,4,2,1,2,1,1,2,Fuzzers,1,,,19.332418,,,,151203.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,34,34,34,35,34,16,34,Generic,1,,,111111.1072,,,,134747.0
,,,,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,16,16,4,3,3,1,3,Generic,1,,,90909.0902,,,,55677.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,25,25,18,17,17,17,26,Generic,1,,,200000.0051,,,,142836.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,33,33,33,16,33,Generic,1,,,111111.1072,,,,163905.0
,,,,tcp,FIN,0.004777,4136,2456,31,29,7,7,-,6543019.0,3885283.75,18,18,255,255,4154754971,2008419918,230,136,0,0,13.040049,0.324975,,,0.262882,0.250882,0.000634,0.000508,0.000126,0,0,0.0,0.0,0.0,8,7,6,5,1,1,3,Normal,0,,,7326.774402,,,,5517.0
,,,,tcp,REQ,9.647352,180,0,254,0,3,0,-,111.947815,0.0,4,0,255,0,0,0,45,0,0,0,4547.7925,0.0,,,3215.784,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,6,6,6,4,2,2,5,Normal,0,,,0.310966,,,,46073.0
,,,,udp,INT,8e-06,78,0,254,0,0,0,-,39000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,2,1,2,1,1,2,Fuzzers,1,,,125000.0003,,,,113440.0
,,,,tcp,FIN,0.018945,2334,16290,31,29,7,12,-,958564.3125,6698126.5,36,38,255,255,1055707671,1056015123,65,429,0,0,37.831901,36.120445,,,0.532143,0.496757,0.000701,0.000554,0.000147,0,0,0.0,0.0,0.0,6,7,2,4,1,1,1,Normal,0,,,3853.259597,,,,32322.0
,,,,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,200000.0051,,,,51409.0
,,,,tcp,FIN,0.245193,806,3914,62,252,2,3,http,23687.46289,114946.1797,10,10,255,255,2878480882,3714749186,81,391,1,1507,1310.892084,1839.43317,,,27.243667,26.316556,0.053414,0.007705,0.045709,0,1,1.0,0.0,0.0,2,1,1,1,1,1,1,DoS,1,,,77.489976,,,,116645.0
,,,,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,4,4,4,4,4,Generic,1,,,250000.0006,,,,61755.0
,,,,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,13,13,13,13,13,13,13,Generic,1,,,500000.0013,,,,131961.0
,,,,tcp,FIN,1.912461,99302,2256,62,252,43,8,smtp,410875.8125,9123.323242,92,30,255,255,3924399431,4078865534,1079,75,0,0,1820.450493,73.400008,,,21.016055,63.804,0.099227,0.061456,0.037771,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,63.269263,,,,116047.0
59.166.0.3,4831.0,149.171.126.5,53.0,udp,CON,0.001018,130,162,31,29,0,0,dns,510805.5313,636542.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424251312.0,1424251312.0,0.009,0.007,0.0,0.0,0.0,0,0,,,0.0,4,2,2,3,1,1,2,unknown,0,0.0,unknown,286836.65340210864,9.0,morning,0.0,
,,,,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,3,1,1,1,1,3,Reconnaissance,1,,,333333.3215,,,,152647.0
,,,,tcp,FIN,1.647045,608,646,254,252,2,3,-,2661.736572,2826.880859,10,10,255,255,4274913357,2814930839,61,65,0,0,11389.86777,263.571594,,,182.905222,172.877672,0.170467,0.091138,0.079329,0,1,0.0,0.0,0.0,2,2,1,1,1,1,2,Exploits,1,,,11.535811,,,,114744.0
,,,,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,3,3,3,3,3,Generic,1,,,90909.0902,,,,61289.0
59.166.0.9,37970.0,149.171.126.2,6881.0,tcp,FIN,2.854094,13558,548216,31,29,21,197,-,37843.18359,1533138.0,236,438,255,255,1732616972,3917305359,57,1252,0,0,3627.224597,2669.67249,1421945843.0,1421945846.0,12.143697,6.529925,0.000634,0.000506,0.000128,0,0,0.0,0.0,0.0,12,8,4,6,3,2,3,unknown,0,0.0,unknown,196830.93822528937,16.0,afternoon,3.0,
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,36,36,33,33,33,17,36,Generic,1,,,333333.3215,,,,170776.0
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,32,32,32,15,33,Generic,1,,,125000.0003,,,,151404.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,33,33,33,16,33,Generic,1,,,111111.1072,,,,142555.0
,,,,tcp,FIN,1.005237,1580,10168,31,29,3,4,http,11531.60938,76431.72656,12,18,255,255,3541229640,1396933090,132,565,1,0,9527.86189,7674.369778,,,91.352273,59.099352,0.000679,0.000543,0.000136,0,0,1.0,0.0,0.0,1,2,3,1,1,1,1,Normal,0,,,28.848919,,,,28449.0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231983.0,1424231983.0,0.002,0.0,0.0,0.0,0.0,0,0,,,0.0,37,37,25,25,25,25,37,unknown,0,0.0,unknown,131934032.98350824,3.0,night,0.0,
,,,,tcp,FIN,1.136086,1458,704,254,252,4,1,-,9414.780273,4337.699707,12,8,255,255,3962415342,403776446,122,88,0,0,784557.4653,28405.576,,,7254.934836,10883.224,0.095358,0.046516,0.048842,0,1,0.0,0.0,0.0,2,2,2,3,2,2,2,Fuzzers,1,,,16.724086,,,,122975.0
175.45.176.0,0.0,149.171.126.13,0.0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223286.0,1424223286.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,8,8,6,23,6,6,8,DoS,1,1.0, Ethernet,24996875.390576176,1.0,night,0.0,
,,,,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,34,33,33,16,33,Generic,1,,,125000.0003,,,,163067.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,33,33,6,6,6,6,33,Generic,1,,,200000.0051,,,,22675.0
,,,,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,9,9,6,6,4,4,13,Exploits,1,,,100000.0025,,,,96209.0
59.166.0.3,54501.0,149.171.126.2,6881.0,tcp,FIN,1.063418,4068,91944,31,29,8,36,-,30114.21484,684088.4375,62,91,255,255,3743343478,3812250659,66,1010,0,0,1241.772568,1042.48828,1421969448.0,1421969449.0,17.428116,11.808655,0.000786,0.000635,0.000151,0,0,0.0,0.0,0.0,14,16,3,3,1,1,1,unknown,0,0.0,unknown,90286.22790822966,23.0,evening,1.0,
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,35,35,33,33,33,17,35,Generic,1,,,111111.1072,,,,172192.0
,,,,udp,INT,3e-06,78,0,254,0,0,0,-,104000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,6,2,1,1,1,2,Fuzzers,1,,,333333.3215,,,,137000.0
,,,,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,3,1,2,1,1,3,DoS,1,,,333333.3215,,,,58387.0
175.45.176.3,0.0,149.171.126.19,0.0,bbn-rcc,INT,3e-06,180,0,254,0,0,0,-,239999984.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424230194.0,1424230194.0,0.003,0.0,0.0,0.0,0.0,0,2,,,0.0,10,10,9,9,9,9,10,Exploits,1,1.0,SMTP,59980006.664445184,3.0,night,0.0,
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,18,18,18,20,18,18,18,Generic,1,,,111111.1072,,,,157978.0
,,,,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,5,6,4,4,10,Exploits,1,,,100000.0025,,,,90825.0
,,,,tcp,FIN,0.04199,4550,72810,31,29,7,33,-,855822.8125,13698499.0,78,80,255,255,1510072008,3659957625,58,910,0,0,29.630223,29.294359,,,0.548395,0.523684,0.000765,0.00061,0.000155,0,0,0.0,0.0,0.0,2,5,1,2,1,1,1,Normal,0,,,3738.985406,,,,9901.0
,,,,tcp,FIN,0.471708,534,268,254,252,2,1,-,8157.588867,3798.960449,10,6,255,255,2043970212,2891442701,53,45,0,0,2307.521387,106.986055,,,46.177444,80.749398,0.11766,0.067959,0.049701,0,1,0.0,0.0,0.0,4,5,4,3,3,1,4,Normal,0,,,31.799334,,,,44328.0
,,,,tcp,FIN,2.99459,6451,1934,62,252,9,8,smtp,16571.2168,4934.231445,26,22,255,255,3408953521,3480432248,248,88,0,0,6707.969029,186.379547,,,119.7836,139.076906,0.191243,0.073837,0.117406,0,1,0.0,0.0,0.0,1,1,1,17,1,1,1,Exploits,1,,,15.69497,,,,167027.0
,,,,tcp,FIN,0.104778,2542,19266,31,29,7,13,-,189276.375,1434270.625,40,40,255,255,584422268,701191453,64,482,0,0,158.637183,4.255523,,,2.749237,2.672539,0.000687,0.000547,0.00014,0,0,0.0,0.0,0.0,5,2,1,4,1,1,1,Normal,0,,,753.975077,,,,12187.0
59.166.0.5,7732.0,149.171.126.4,6346.0,tcp,FIN,0.028896,2750,27730,31,29,7,16,-,744186.0625,7510520.5,44,46,255,255,3517911873,3518215842,63,603,0,0,49.598686,47.890675,1421947643.0,1421947643.0,0.664488,0.628756,0.000747,0.00059,0.000157,0,0,0.0,0.0,0.0,12,3,2,2,1,1,2,unknown,0,0.0,unknown,1054817.2392435893,17.0,afternoon,0.0,
,,,,udp,INT,4e-06,216,0,254,0,0,0,-,216000000.0,0.0,2,0,0,0,0,0,108,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Normal,0,,,250000.0006,,,,40979.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,34,34,24,24,24,11,34,Generic,1,,,111111.1072,,,,159034.0
,,,,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,2,2,2,2,5,Exploits,1,,,142857.1409,,,,50203.0
175.45.176.3,1043.0,149.171.126.15,53.0,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246484.0,1424246484.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,22,22,20,21,20,13,22,Generic,1,1.0,IXIA,14248218.972628422,8.0,morning,0.0,
,,,,tcp,FIN,0.196269,846,15820,62,252,2,7,http,31059.41211,609041.625,10,18,255,255,1109504135,3210928747,85,879,1,7296,1137.065415,1235.545533,,,21.807667,10.765353,0.053619,0.00818,0.045439,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,DoS,1,,,137.566295,,,,45716.0
,,,,wsn,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,2,23,2,2,7,Fuzzers,1,,,333333.3215,,,,75811.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,26,26,9,9,9,9,26,Generic,1,,,111111.1072,,,,136665.0
,,,,tcp,FIN,31.891287,3116,536,254,252,4,1,-,742.773438,123.419289,20,12,255,255,1122363548,3364557339,156,45,0,0,226369.9785,8956.65,,,1677.530368,2894.57375,0.110545,0.05097,0.059575,0,1,0.0,0.0,0.0,7,4,3,4,3,2,3,Fuzzers,1,,,0.972052,,,,45495.0
,,,,udp,CON,0.001016,146,178,31,29,0,0,dns,574803.125,700787.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,,,0.008,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,2,3,2,1,1,2,Normal,0,,,2952.755752,,,,20509.0
,,,,tcp,FIN,0.776723,48149,1856,62,252,24,8,smtp,486742.375,18323.13477,54,24,255,255,729986026,271196748,892,77,0,0,1085.900611,36.278,,,14.655151,31.654521,0.057585,0.047138,0.010447,0,1,0.0,0.0,0.0,1,1,1,4,1,1,1,Exploits,1,,,99.134437,,,,108916.0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233437.0,1424233437.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,18,18,18,18,18,18,18,Generic,1,1.0,IXIA,12665259.415620485,4.0,night,0.0,
,,,,udp,INT,9e-06,198,0,254,0,0,0,-,88000000.0,0.0,2,0,0,0,0,0,99,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,2,2,2,2,2,1,2,Normal,0,,,111111.1072,,,,46423.0
,,,,ptp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,2,11,2,2,4,Exploits,1,,,333333.3215,,,,3203.0
,,,,tcp,FIN,0.017892,2542,23404,31,29,7,14,-,1108428.375,10202996.0,40,40,255,255,2616068403,484817954,64,585,0,0,27.135685,28.949721,,,0.450769,0.445897,0.000634,0.000498,0.000136,0,0,0.0,0.0,0.0,13,11,2,5,1,1,4,Normal,0,,,4415.38134,,,,34250.0
,,,,tcp,FIN,0.582204,534,354,254,252,2,1,-,6609.367188,4259.675293,10,8,255,255,406235395,3594285779,53,44,0,0,3990.24483,124.832883,,,61.868889,75.06057,0.119327,0.056771,0.062556,0,1,0.0,0.0,0.0,3,2,1,1,1,1,2,Normal,0,,,29.199388,,,,46795.0
,,,,tcp,FIN,0.490438,3696,268,254,252,3,1,-,55264.88281,3653.876709,12,6,255,255,2432528364,3882248295,308,45,0,0,2325.576761,123.011852,,,41.381091,84.581797,0.139863,0.067521,0.072342,0,1,0.0,0.0,0.0,6,1,1,3,1,1,1,Exploits,1,,,34.662892,,,,55297.0
,,,,tcp,FIN,0.665823,4678,268,254,252,3,1,-,51533.21484,2691.406006,12,6,255,255,233724495,4276318962,390,45,0,0,3257.306472,167.594172,,,54.686454,112.940602,0.238105,0.101119,0.136986,0,1,0.0,0.0,0.0,2,2,1,1,1,1,2,Normal,0,,,25.532312,,,,70485.0
,,,,tcp,FIN,0.930626,798,3842,62,252,2,3,http,6180.786133,29726.22852,10,10,255,255,3275635041,1906582311,80,384,1,1479,5801.938388,7427.329772,,,103.402889,88.252444,0.158445,0.089562,0.068883,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,20.416365,,,,98660.0
